	domain	phylum	class	order	family	genus	species	ASV
ASV_6141	Bacteria	Chloroflexi	unclassified_Chloroflexi	unclassified_Chloroflexi	unclassified_Chloroflexi	unclassified_Chloroflexi	unclassified_Chloroflexi	ASV_6141
ASV_6142	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6142
ASV_6143	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_6143
ASV_6144	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_6144
ASV_6145	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_6145
ASV_6146	Bacteria	Firmicutes	Bacilli	unclassified_Bacilli	unclassified_Bacilli	unclassified_Bacilli	unclassified_Bacilli	ASV_6146
ASV_6147	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_6147
ASV_6148	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_6148
ASV_6149	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6149
ASV_6150	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6150
ASV_6151	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_6151
ASV_6152	Bacteria	Aerophobota	Aerophobia	Aerophobales	Aerophobales	Aerophobales	Aerophobales	ASV_6152
ASV_6153	Bacteria	Chloroflexi	Dehalococcoidia	S085	S085	S085	S085	ASV_6153
ASV_6155	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6155
ASV_6156	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_6156
ASV_6157	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6157
ASV_6158	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_6158
ASV_6159	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	unclassified_Moraxellaceae	unclassified_Moraxellaceae	ASV_6159
ASV_6160	Bacteria	Firmicutes	Bacilli	unclassified_Bacilli	unclassified_Bacilli	unclassified_Bacilli	unclassified_Bacilli	ASV_6160
ASV_6161	Bacteria	Chloroflexi	Dehalococcoidia	DscP2	DscP2	DscP2	DscP2	ASV_6161
ASV_6162	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6162
ASV_6164	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_6164
ASV_6165	Bacteria	Planctomycetota	Phycisphaerae	MSBL9	SG8-4	SG8-4	SG8-4	ASV_6165
ASV_6166	Bacteria	Bacteroidota	Bacteroidia	Cytophagales_1	Cyclobacteriaceae_1	uncultured	uncultured	ASV_6166
ASV_6167	Bacteria	NB1-j	NB1-j	NB1-j	NB1-j	NB1-j	NB1-j	ASV_6167
ASV_6168	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	uncultured	uncultured	ASV_6168
ASV_6169	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_6169
ASV_6170	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6170
ASV_6171	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	unclassified_Pirellulaceae	unclassified_Pirellulaceae	ASV_6171
ASV_6172	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6172
ASV_6173	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_6173
ASV_6174	Bacteria	Actinobacteriota	Actinobacteria	unclassified_Actinobacteria	unclassified_Actinobacteria	unclassified_Actinobacteria	unclassified_Actinobacteria	ASV_6174
ASV_6175	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	unclassified_Pirellulaceae	unclassified_Pirellulaceae	ASV_6175
ASV_6176	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6176
ASV_6177	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_6177
ASV_6178	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_6178
ASV_6179	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6179
ASV_6180	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_6180
ASV_6181	Bacteria	Actinobacteriota	unclassified_Actinobacteriota	unclassified_Actinobacteriota	unclassified_Actinobacteriota	unclassified_Actinobacteriota	unclassified_Actinobacteriota	ASV_6181
ASV_6182	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_6182
ASV_6183	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_6183
ASV_6184	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6184
ASV_6185	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6185
ASV_6186	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6186
ASV_6187	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4 lineage	Pir4 lineage	ASV_6187
ASV_6188	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales_1	Prevotellaceae	Prevotella_3	Prevotella_3	ASV_6188
ASV_6189	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4 lineage	Pir4 lineage	ASV_6189
ASV_6190	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6190
ASV_6191	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_6191
ASV_6192	Bacteria	Actinobacteriota	Actinobacteria	unclassified_Actinobacteria	unclassified_Actinobacteria	unclassified_Actinobacteria	unclassified_Actinobacteria	ASV_6192
ASV_6193	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_6193
ASV_6194	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_6194
ASV_6195	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6195
ASV_6197	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6197
ASV_6198	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_6198
ASV_6199	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6199
ASV_6200	Bacteria	Aerophobota	Aerophobia	Aerophobales	Aerophobales	Aerophobales	Aerophobales	ASV_6200
ASV_6201	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6201
ASV_6202	Bacteria	Firmicutes	Bacilli	unclassified_Bacilli	unclassified_Bacilli	unclassified_Bacilli	unclassified_Bacilli	ASV_6202
ASV_6203	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_6203
ASV_6204	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_6204
ASV_6205	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	uncultured	uncultured	ASV_6205
ASV_6206	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_6206
ASV_6207	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6207
ASV_6208	Bacteria	Actinobacteriota	Acidimicrobiia	Actinomarinales	uncultured	uncultured	uncultured	ASV_6208
ASV_6209	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6209
ASV_6210	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_6210
ASV_6211	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_6211
ASV_6212	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6212
ASV_6213	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_6213
ASV_6214	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6214
ASV_6215	Archaea	Crenarchaeota	Bathyarchaeia	Bathyarchaeia	Bathyarchaeia	Bathyarchaeia	Bathyarchaeia	ASV_6215
ASV_6216	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6216
ASV_6217	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6217
ASV_6218	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6218
ASV_6219	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6219
ASV_6220	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6220
ASV_6221	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6221
ASV_6222	Archaea	Halobacterota	Methanosarcinia	Methanosarciniales	unclassified_Methanosarciniales	unclassified_Methanosarciniales	unclassified_Methanosarciniales	ASV_6222
ASV_6223	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_6223
ASV_6224	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured	uncultured	ASV_6224
ASV_6225	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6225
ASV_6226	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_6226
ASV_6227	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales_1	Rhizobiaceae_1	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	ASV_6227
ASV_6228	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_6228
ASV_6229	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6229
ASV_6230	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_6230
ASV_6231	Bacteria	Aerophobota	Aerophobia	Aerophobales	Aerophobales	Aerophobales	Aerophobales	ASV_6231
ASV_6232	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_6232
ASV_6233	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6233
ASV_6234	Bacteria	Acidobacteriota	Aminicenantia	Aminicenantales	Aminicenantales	Aminicenantales	Aminicenantales	ASV_6234
ASV_6235	Bacteria	BHI80-139	BHI80-139	BHI80-139	BHI80-139	BHI80-139	BHI80-139	ASV_6235
ASV_6236	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_6236
ASV_6237	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6237
ASV_6238	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_6238
ASV_6239	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_6239
ASV_6240	Bacteria	Zixibacteria	Zixibacteria	Zixibacteria	Zixibacteria	Zixibacteria	Zixibacteria	ASV_6240
ASV_6241	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6241
ASV_6242	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6242
ASV_6243	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_6243
ASV_6244	Archaea	Asgardarchaeota	Lokiarchaeia	Lokiarchaeia	Lokiarchaeia	Lokiarchaeia	Lokiarchaeia	ASV_6244
ASV_6245	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	uncultured	uncultured	ASV_6245
ASV_6246	Bacteria	Chloroflexi	Dehalococcoidia	unclassified_Dehalococcoidia	unclassified_Dehalococcoidia	unclassified_Dehalococcoidia	unclassified_Dehalococcoidia	ASV_6246
ASV_6247	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_6247
ASV_6248	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6248
ASV_6249	Bacteria	Caldatribacteriota	JS1	JS1	JS1	JS1	JS1	ASV_6249
ASV_6250	Bacteria	Chloroflexi	Dehalococcoidia	MSBL5	MSBL5	MSBL5	MSBL5	ASV_6250
ASV_6251	Bacteria	Actinobacteriota	Actinobacteria	unclassified_Actinobacteria	unclassified_Actinobacteria	unclassified_Actinobacteria	unclassified_Actinobacteria	ASV_6251
ASV_6252	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6252
ASV_6253	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_6253
ASV_6254	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	unclassified_Corynebacteriales	unclassified_Corynebacteriales	unclassified_Corynebacteriales	ASV_6254
ASV_6255	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6255
ASV_6256	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	unclassified_Corynebacteriales	unclassified_Corynebacteriales	unclassified_Corynebacteriales	ASV_6256
ASV_6257	Bacteria	Firmicutes	Bacilli	unclassified_Bacilli	unclassified_Bacilli	unclassified_Bacilli	unclassified_Bacilli	ASV_6257
ASV_6258	Bacteria	Zixibacteria	Zixibacteria	Zixibacteria	Zixibacteria	Zixibacteria	Zixibacteria	ASV_6258
ASV_6259	Bacteria	Chloroflexi	JG30-KF-CM66	JG30-KF-CM66	JG30-KF-CM66	JG30-KF-CM66	JG30-KF-CM66	ASV_6259
ASV_6260	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_6260
ASV_6261	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6261
ASV_6262	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae_1	unclassified_Xanthomonadaceae_1	unclassified_Xanthomonadaceae_1	ASV_6262
ASV_6263	Bacteria	Actinobacteriota	Actinobacteria	unclassified_Actinobacteria	unclassified_Actinobacteria	unclassified_Actinobacteria	unclassified_Actinobacteria	ASV_6263
ASV_6264	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6264
ASV_6265	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6265
ASV_6266	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6266
ASV_6267	Bacteria	Firmicutes	Bacilli	unclassified_Bacilli	unclassified_Bacilli	unclassified_Bacilli	unclassified_Bacilli	ASV_6267
ASV_6268	Bacteria	Actinobacteriota	Actinobacteria	unclassified_Actinobacteria	unclassified_Actinobacteria	unclassified_Actinobacteria	unclassified_Actinobacteria	ASV_6268
ASV_6269	Bacteria	Actinobacteriota	unclassified_Actinobacteriota	unclassified_Actinobacteriota	unclassified_Actinobacteriota	unclassified_Actinobacteriota	unclassified_Actinobacteriota	ASV_6269
ASV_6270	Bacteria	Proteobacteria	Alphaproteobacteria	unclassified_Alphaproteobacteria	unclassified_Alphaproteobacteria	unclassified_Alphaproteobacteria	unclassified_Alphaproteobacteria	ASV_6270
ASV_6271	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales_1	Marinilabiliaceae	Carboxylicivirga	Carboxylicivirga	ASV_6271
ASV_6272	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6272
ASV_6273	Bacteria	Actinobacteriota	Actinobacteria	unclassified_Actinobacteria	unclassified_Actinobacteria	unclassified_Actinobacteria	unclassified_Actinobacteria	ASV_6273
ASV_6274	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_6274
ASV_6276	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6276
ASV_6277	Archaea	Crenarchaeota	Bathyarchaeia	Bathyarchaeia	Bathyarchaeia	Bathyarchaeia	Bathyarchaeia	ASV_6277
ASV_6278	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6278
ASV_6279	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6279
ASV_6280	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_6280
ASV_6281	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6281
ASV_6282	Bacteria	Firmicutes	unclassified_Firmicutes	unclassified_Firmicutes	unclassified_Firmicutes	unclassified_Firmicutes	unclassified_Firmicutes	ASV_6282
ASV_6283	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_6283
ASV_6284	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6284
ASV_6285	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_6285
ASV_6286	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6286
ASV_6287	Archaea	Hadarchaeota	Hadarchaeia	Hadarchaeales	Hadarchaeales	Hadarchaeales	Hadarchaeales	ASV_6287
ASV_6288	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	unclassified_Corynebacteriales	unclassified_Corynebacteriales	unclassified_Corynebacteriales	ASV_6288
ASV_6289	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6289
ASV_6290	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6290
ASV_6291	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6291
ASV_6292	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6292
ASV_6293	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6293
ASV_6294	Bacteria	Firmicutes	Bacilli	unclassified_Bacilli	unclassified_Bacilli	unclassified_Bacilli	unclassified_Bacilli	ASV_6294
ASV_6295	Bacteria	Chloroflexi	Anaerolineae	Thermoflexales	Thermoflexaceae	Thermoflexus	Thermoflexus	ASV_6295
ASV_6296	Bacteria	Proteobacteria	Gammaproteobacteria	unclassified_Gammaproteobacteria	unclassified_Gammaproteobacteria	unclassified_Gammaproteobacteria	unclassified_Gammaproteobacteria	ASV_6296
ASV_6297	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6297
ASV_6298	Bacteria	Actinobacteriota	Actinobacteria	unclassified_Actinobacteria	unclassified_Actinobacteria	unclassified_Actinobacteria	unclassified_Actinobacteria	ASV_6298
ASV_6299	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6299
ASV_6301	Bacteria	Planctomycetota	Phycisphaerae	MSBL9	SG8-4	SG8-4	SG8-4	ASV_6301
ASV_6302	Bacteria	Firmicutes	unclassified_Firmicutes	unclassified_Firmicutes	unclassified_Firmicutes	unclassified_Firmicutes	unclassified_Firmicutes	ASV_6302
ASV_6303	Bacteria	Firmicutes	Bacilli	unclassified_Bacilli	unclassified_Bacilli	unclassified_Bacilli	unclassified_Bacilli	ASV_6303
ASV_6304	Bacteria	Planctomycetota	Phycisphaerae	MSBL9	SG8-4	SG8-4	SG8-4	ASV_6304
ASV_6305	Archaea	Thermoplasmatota	Thermoplasmata	Marine Benthic Group D and DHVEG-1	Marine Benthic Group D and DHVEG-1	Marine Benthic Group D and DHVEG-1	Marine Benthic Group D and DHVEG-1	ASV_6305
ASV_6306	Bacteria	Patescibacteria	Microgenomatia	Candidatus Woesebacteria	Candidatus Woesebacteria	Candidatus Woesebacteria	Candidatus Woesebacteria	ASV_6306
ASV_6307	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6307
ASV_6308	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_6308
ASV_6309	Bacteria	Planctomycetota	Phycisphaerae	MSBL9	SG8-4	SG8-4	SG8-4	ASV_6309
ASV_6310	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_6310
ASV_6311	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_6311
ASV_6312	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6312
ASV_6313	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_6313
ASV_6314	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6314
ASV_6315	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6315
ASV_6316	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_6316
ASV_6317	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6317
ASV_6318	Bacteria	Chloroflexi	Anaerolineae	MSB-5B2	MSB-5B2	MSB-5B2	MSB-5B2	ASV_6318
ASV_6319	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_6319
ASV_6320	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6320
ASV_6321	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	ASV_6321
ASV_6322	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6322
ASV_6323	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	ASV_6323
